,Tweet Text,Tweet Datetime,Tweet Id,Twitter @ Name,Location Info,Retweets,Favorites,Language,Source
249,"RT @Burgeronthegogt: Acá ya se prendio la cosa mucha!

A partir de mañana desde las 17:00 horas en oh my wash, zona 9.  (7 Ave 14-35) y des…",9/14/2021 15:21,1.4378E+18,LuzD_,Guatemala,14,0,es,Twitter for Android
250,"RT @Burgeronthegogt: Acá ya se prendio la cosa mucha!

A partir de mañana desde las 17:00 horas en oh my wash, zona 9.  (7 Ave 14-35) y des…",9/14/2021 15:16,1.4378E+18,ChiocsinIII,,14,0,es,Twitter for Android
251,"RT @Burgeronthegogt: Acá ya se prendio la cosa mucha!

A partir de mañana desde las 17:00 horas en oh my wash, zona 9.  (7 Ave 14-35) y des…",9/14/2021 15:15,1.4378E+18,JohnnieCalvillo,,14,0,es,Twitter Web App
252,"Acá ya se prendio la cosa mucha!

A partir de mañana desde las 17:00 horas en oh my wash, zona 9.  (7 Ave 14-35) y despues de 11:00 a 22:00 de martes a domingo!

Tamos listos papanes!! 

Tambien, ya mero nos encuentran en Uber Eats, Hugo y Zoe App https://t.co/UePF40zqIG",9/14/2021 15:14,1.4378E+18,Burgeronthegogt,Guatemala,14,25,es,Twitter Web App
253,"RT @msaldanac: Julian Palacin hijo nuevo Presidente del Indecopi. Otra vergüenza más del gobierno del profesor
¿Y el Congreso?. Bien gracia…",9/14/2021 14:06,1.43778E+18,hugo_eddi,Lima-PERU,298,0,es,Twitter for Android
254,"RT @cc_guzman: Alguien que me explique esta promoción de la app de Hugo??

Para aplicar al 30% el viernes... tengo que saber que pedir desd…",9/14/2021 11:38,1.43774E+18,CarmenToledo__,"San Salvador, El Salvador",2,0,es,Twitter for iPhone
255,@cc_guzman @hugo_app ayuda,9/14/2021 3:57,1.43763E+18,ChelitaCoffee,El Salvador,0,1,es,Twitter for Android
256,RT @Clau1999_: Como que trabaja en Hugo App la Kim JAJAJAJAJA,9/14/2021 3:16,1.43762E+18,IchBinTobyJr,El Salvador,1,0,es,Twitter for iPhone
257,Al fin comí pizza 🍕🤣después que pase como media hora en la app de Hugo queriendo decidir por la mejor opción,9/14/2021 2:12,1.4376E+18,zelaya_sul,Nicaragua,0,2,es,Twitter for iPhone
258,En mi vida vuelvo a pedir por @hugo_app 🙅🏻‍♀️,9/14/2021 1:15,1.43759E+18,Marce_Sante,,0,1,es,Twitter for iPhone
259,Como que trabaja en Hugo App la Kim JAJAJAJAJA https://t.co/b2pb1F0HY8,9/14/2021 1:15,1.43759E+18,Clau1999_,El Salvador,1,33,es,Twitter for Android
260,"RT @cc_guzman: Alguien que me explique esta promoción de la app de Hugo??

Para aplicar al 30% el viernes... tengo que saber que pedir desd…",9/14/2021 1:00,1.43758E+18,bonee1996,El Salvador,2,0,es,Twitter for Android
261,"@FelipeCalderon Si verdad!!!

https://t.co/MVqgJu8qXU",9/14/2021 0:15,1.43757E+18,AmadorSoyLey,"Coacalco de Berriozábal, Méxic",0,0,es,Twitter for Android
262,"Alguien que me explique esta promoción de la app de Hugo??

Para aplicar al 30% el viernes... tengo que saber que pedir desde el lunes a jueves? https://t.co/PEDOeldivZ",9/13/2021 23:29,1.43756E+18,cc_guzman,esperando las pupusas,2,10,es,Twitter for Android
263,"Desde que pasó lo de Hugo, cada vez que pido algo a través de cualquier app de delivery borro la tarjeta ahí nomas",9/13/2021 23:19,1.43756E+18,paxspes,Nicaragua,0,4,es,Twitter for Android
264,"@Rinamagica DIOS TENGO A LOS SIETE MARIDOS DE EVELYN HUGO EN LA CESTA DE COMPRA DE AMAZON SSJDJSKSHS 

tengo la app, pero lo estoy leyendo en fisico porque me estresa leer en el movil &lt;3",9/13/2021 23:06,1.43755E+18,ELFYGEUN,she/her,0,0,es,Twitter for iPhone
265,A este cliente le va de sorpresa una mochila y un kit de bocinas de LUJO por la compra de su monitor Huawei por @hugo_app 👌😁 https://t.co/in9sPxiVJ5,9/13/2021 23:03,1.43755E+18,TechloverStore,,0,9,es,Twitter for Android
266,"@ELFYGEUN Omg, tenés en Wattpad? Hace mucho que no usaba esa app capaz le dé una oportunidad.. si algún día querés leer un libro te recomiendo "" los siete maridos de Evelyn Hugo"" es mi libro favorito.",9/13/2021 23:03,1.43755E+18,Rinamagica,🐭 kawagotchi / 카와고치   ,0,0,es,Twitter for Android
267,"RT @RCVHonduras: 🔴#RCVEnVivo | @debate_punto

Hugo Llorens, exembajador de EUA en Honduras: 

""Honduras es un país pobre en condiciones pob…",9/13/2021 22:31,1.43754E+18,HondurasRedh,Honduras,2,0,es,Twitter for iPhone
268,"RT @RCVHonduras: 🔴#RCVEnVivo | @debate_punto

Hugo Llorens, exembajador de EUA en Honduras: 

""Honduras debe de tener elecciones transparen…",9/13/2021 22:15,1.43754E+18,darocohn,"Tegucigalpa, Honduras",3,0,es,Twitter for Android
269,"RT @RCVHonduras: 🔴#RCVEnVivo | @debate_punto 

Hugo Llorens, exembajador de EUA en Honduras: 

""El gobierno no debe de manipular el manejo…",9/13/2021 22:15,1.43754E+18,darocohn,"Tegucigalpa, Honduras",2,0,es,Twitter for Android
270,"RT @RCVHonduras: 🔴#RCVEnVivo | @debate_punto

Hugo Llorens, exembajador de EUA en Honduras: 

""Honduras es un país pobre en condiciones pob…",9/13/2021 22:15,1.43754E+18,darocohn,"Tegucigalpa, Honduras",2,0,es,Twitter for Android
271,En el mundo existen porquerías y luego está el servicio al cliente de @hugo_app. De verdad que me he quedado con ganas de ir @ProConsumidorRD @MIC_RD,9/13/2021 21:48,1.43753E+18,daurynova,"Santiago, República Dominicana",0,0,es,Twitter Web App
272,"🔴#RCVEnVivo | @debate_punto

Hugo Llorens, exembajador de EUA en Honduras: 

""Honduras es un país pobre en condiciones pobres; si todo sale bien en las elecciones, tendrá una segunda oportunidad"" 

DESCARGA nuestra APP ⬇️
https://t.co/w9bGGch7yd https://t.co/RF6LAr3Fza",9/13/2021 21:41,1.43753E+18,RCVHonduras,Honduras,2,3,es,Hootsuite Inc.
273,"RT @JavierLanda242: Ntp BBVA, eres el mejor banco con la mejor app, es la primera vez que fallas tqm",9/13/2021 21:28,1.43753E+18,hugo_nava9,,2253,0,es,Twitter for Android
274,"RT @RCVHonduras: 🔴#RCVEnVivo | @debate_punto 

Hugo Llorens, exembajador de EUA en Honduras: 

""El gobierno no debe de manipular el manejo…",9/13/2021 21:23,1.43753E+18,B7Bernal,San Pedro Sula,2,0,es,Twitter Web App
275,"🔴#RCVEnVivo | @debate_punto 

Hugo Llorens, exembajador de EUA en Honduras: 

""El gobierno no debe de manipular el manejo del presupuesto del Consejo Nacional Electoral ya que es un ente autónomo""

DESCARGA nuestra APP ⬇️
https://t.co/w9bGGch7yd https://t.co/TP5KbLRR7a",9/13/2021 21:22,1.43753E+18,RCVHonduras,Honduras,2,2,es,Hootsuite Inc.
276,"RT @RCVHonduras: 🔴#RCVEnVivo | @debate_punto

Hugo Llorens, exembajador de EUA en Honduras: 

""Honduras debe de tener elecciones transparen…",9/13/2021 21:22,1.43753E+18,debate_punto,Honduras,3,0,es,Twitter Web App
277,"RT @RCVHonduras: 🔴#RCVEnVivo | @debate_punto

Hugo Llorens, exembajador de EUA en Honduras: 

""Honduras debe de tener elecciones transparen…",9/13/2021 21:20,1.43753E+18,GinaRestrepo9,San Pedro Sula,3,0,es,Twitter Web App
278,"🔴#RCVEnVivo | @debate_punto

Hugo Llorens, exembajador de EUA en Honduras: 

""Honduras debe de tener elecciones transparentes que reflejen la voluntad del pueblo""

DESCARGA nuestra APP ⬇️
https://t.co/w9bGGch7yd https://t.co/q0PMWfpVb9",9/13/2021 21:18,1.43753E+18,RCVHonduras,Honduras,3,1,es,Hootsuite Inc.
279,"🔴#RCVEnVivo | @debate_punto

Hoy en Punto de Debate dialogaremos con el exembajador de EEUU en Honduras, Hugo Llorens, sobre las elecciones en Honduras, los candidatos que se postulan a la Presidencia. 

DESCARGA nuestra APP ⬇️
https://t.co/w9bGGch7yd https://t.co/nyBeJaEHN3",9/13/2021 21:05,1.43752E+18,RCVHonduras,Honduras,0,1,es,Hootsuite Inc.
280,@hserrano_98 ¡Hola Hugo! Ven al DM (mensaje directo) para revisar el inconveniente que presentas con la App personas y así poder brindarte asesoría al respecto. ¡Te esperamos! Saludos. Andrea.,9/13/2021 21:01,1.43752E+18,Bancolombia,Todos los días 6 am - 10 pm,0,0,es,BancolombiaEP3
281,"RT @RCVHonduras: 🔴#RCVEnVivo | @debate_punto

Hoy en Punto de Debate dialogaremos con el exembajador de EEUU en Honduras, Hugo Llorens, sob…",9/13/2021 20:34,1.43752E+18,darocohn,"Tegucigalpa, Honduras",1,0,es,Twitter for Android
282,RT @Rod_Longoria: qué bueno que ya funciona la app de bbva https://t.co/EcV7ncHUMs,9/13/2021 20:34,1.43751E+18,hugo__emmanuel,Tlaxcala,2503,0,es,Twitter Web App
283,"🔴#RCVEnVivo | @debate_punto

Hoy en Punto de Debate dialogaremos con el exembajador de EEUU en Honduras, Hugo Llorens, sobre las elecciones en Honduras, los candidatos que se postulan a la Presidencia. 

Hoy de 3 a 4 de la tarde

DESCARGA nuestra APP ⬇️
https://t.co/w9bGGch7yd https://t.co/FvfRNaT73T",9/13/2021 20:23,1.43751E+18,RCVHonduras,Honduras,1,2,es,Hootsuite Inc.
284,Ya hasta perdí la cuenta de todas las veces que le he reclamado a los de hugo app.,9/13/2021 20:20,1.43751E+18,MarcelaChacon_,,0,4,es,Twitter Web App
285,RT @TechloverStore: En la #SmartWeek de @HuaweiLatam tenemos envío gratis al ordenar por @hugo_app y descuentos únicos 😁💕 https://t.co/WgzF…,9/13/2021 19:04,1.43749E+18,CarolMonroe,El Salvador,1,0,es,Twitter for Android
286,En la #SmartWeek de @HuaweiLatam tenemos envío gratis al ordenar por @hugo_app y descuentos únicos 😁💕 https://t.co/WgzF3JlGqm,9/13/2021 19:02,1.43749E+18,TechloverStore,,1,4,es,Twitter for Android
287,¿Alguien tiene referral codes del Hugo app? Preguntando sin saber si existen.,9/13/2021 18:21,1.43748E+18,chromabeams,"Hamburg, Germany",0,0,es,Twitter for Android
288,"@Defensoria_910 @hugo_app Gracias... como arte de magia, ya están viendo mi caso nuevamente.",9/13/2021 18:09,1.43748E+18,cavelm,El Salvador,0,0,es,Twitter Web App
289,"@custodiolan ¡Hola Hugo! Siempre que necesites ayuda, puedes comunicarte con nosotros por medio de nuestros canales oficiales:

👾 Chat desde tu app de Nu (en caso que ya seas cliente)
👾 Teléfono: 800 099 1133
👾 Correo electrónico: ayuda@nu.com.mx

Con gusto te atenderemos 24/7. 💜",9/13/2021 17:37,1.43747E+18,soynumx,Ciudad de México,0,2,es,Stilingue
290,¡Ya estamos en Hugo! 😎 Conoce nuestros productos por medio de Hugo App. #domiciliogratis #elsalvador https://t.co/vKG3Tgja4k,9/13/2021 17:31,1.43747E+18,XpressOnlineSv,El Salvador,0,0,es,Zoho Social
291,@hugo_app @nohecastaneda Así sufrimos nosotros también cómo comercios de emprendedores 😔,9/13/2021 17:27,1.43747E+18,MinutasLM,"Santa Tecla, El Salvador",0,0,es,Twitter for Android
292,@ReneDorathSV @hugo_app @LaSelecta_SLV @Defensoria_910 Yo llevo mas de un mes esperando reembolso por un doble cargo que me hicieron 😠,9/13/2021 17:18,1.43747E+18,a_alfa7,,0,0,es,Twitter for Android
293,Como para cuando me harán el reembolso que llevo esperando por mas de un mes señores de @hugo_app???,9/13/2021 16:57,1.43746E+18,a_alfa7,,0,1,es,Twitter for Android
294,"@cavelm @hugo_app Si el proveedor no brindó solución aceptable a su reclamo, ingrese su reclamo acá: 👉 https://t.co/REp4lLTY0g    

Contáctenos: WhatsApp 7860-9704 o Teléfono 910.",9/13/2021 16:46,1.43746E+18,Defensoria_910,"El Salvador, América Central",0,0,es,Twitter Web App
295,LADRONES @hugo_app,9/13/2021 16:22,1.43745E+18,oscarflores8_,Latinoamérica,0,1,es,Twitter for iPhone
296,Estoy buscando a nuevo contrincante en Basketball Arena. El nombre de mi equipo es zizumbotxico. ¡Ven y juega conmigo! ¡Descarga el juego ahora! https://t.co/VjBpDOpDKm #basketballarena @basket_arena https://t.co/nTQsGK5SGd,9/13/2021 16:18,1.43745E+18,hugo_toxico,,0,0,es,Twitter for Android
297,"@Hugo64418695 Hola, Hugo. Para verificar lo sucedido, te pedimos que nos respondas indicando el usuario de tu cuenta. Podrás verlo desde: Tu perfil &gt; Usuario o desde la app en ≡ &gt; Tu perfil &gt; Mis datos &gt; Usuario.

Quedamos atentos.",9/13/2021 15:57,1.43745E+18,MP_ayuda,Latam,0,0,es,CxSocial
298,"TEKIOS - BID Lab invierte US$1,5 millones en la app salvadoreña Hugo https://t.co/JWaeBKU7lq #startupnews #startups #startup #ecommerce #app @BIDInvest @el_BID @hugoapp_ https://t.co/63b7MRt8rr",9/13/2021 15:26,1.43744E+18,lsolisdeovando,Chile,0,0,es,Twitter Web App
299,"@healthy_pockets Hugo, @healthy_pockets , una pregunta, ¿qué app utilizas para que te salte la alarma (no sólo notificación) según las alertas de precio que pongas? 

Gracias 🙂",9/13/2021 14:54,1.43743E+18,Pensadorconalas,,0,1,es,Twitter Web App
300,@hugo_app Son unos sinvergüenzas!!! tengo mas de un mes esperando que me hagan una devolución que ustedes mismos confirmaron tomaría máx. 15 días hábiles. Nadie me da una respuesta!! Tengo acaso que escalar mi problema a la @Defensoria_910 ???,9/13/2021 14:34,1.43742E+18,cavelm,El Salvador,0,0,es,Twitter Web App
301,"BID Lab invierte US$1,5 millones en la app salvadoreña Hugo https://t.co/XWzlHleYz8",9/13/2021 13:01,1.4374E+18,tekiosmag,América Latina,0,0,es,Buffer
302,"RT @SimpsonitoMX: ¿Sabes, BBVA? Mi esposa ha estado dando mucha lata con eso del dinero. ""¿Dónde está el dinero? ¿A qué hora funciona la ap…",9/13/2021 12:25,1.43739E+18,Hugo_ramosof,,594,0,es,Twitter for iPhone
303,Combo (InstrumentaL) by Hugo on #SoundCloud https://t.co/FE4DxWIzbl,9/13/2021 4:45,1.43728E+18,Loevebird,"Austin, TX",0,0,es,Twitter for iPhone
304,RT @mikecordovamx: Yo llegando a la taquería donde deje empeñada la credencial a pagar ya que sirve la app de #BBVA Bancomer. https://t.co/…,9/13/2021 4:10,1.43727E+18,Hugo_Nevarez,"Culiacán, Sinaloa",4,0,es,Twitter for Android
305,Tenía ratos de no pedir en Hugo… sigue siendo NEFASTA su app y su atención.,9/13/2021 3:20,1.43725E+18,HernanCo_,El Salvador,0,1,es,Twitter for iPhone
306,"@hugo_hernand @CarlosChaviraTV @BancoAzteca A mi nunca me funcionó azteca, es mas llego el jefazo a etiquetar a sevicio. Mejor me sali, nunca me activaron el app",9/13/2021 2:21,1.43724E+18,litle_horse,,0,0,es,Twitter for Android
307,No sabia que cuando pagabas con tarjeta en hugo app acumulabas puntos. Tengo $45 en puntos. Ya hice medio super con eso 🤣,9/13/2021 2:08,1.43724E+18,CoryZavala94,"San Miguel, El Salvador",0,6,es,Twitter for Android
308,"@nohecastaneda @hugo_app Lastimosamente perdió su enfoque Hugo bajando filtros de calidad en entregas o escenarios cuando los pedidos llegan incompletos, y se lavan dando un Delivery Free por el 99% de los problemas como que eso es suficiente.",9/13/2021 1:23,1.43723E+18,jonathansalba,"San Salvador, El Salvador",0,0,es,Twitter for iPhone
309,"@fmdiazp @laurel @MunirDauhajre Buenas noches Francis, ofrecerte una disculpa por los inconvenientes causados ya que no es la manera en la que deseamos brindarte nuestros servicios, puedes contarnos un poco de lo sucedido por medio de DM y con gusto te ayudamos. Saludos",9/13/2021 1:20,1.43722E+18,hugo_app,Centroamérica y El Caribe,0,0,es,Twitter Web App
310,"@nohecastaneda Buenas noches Nohemy, una sincera disculpa por los inconvenientes que hayas presentado, puedes contarnos un poco de lo sucedido por medio de DM y con gusto te ayudamos. Saludos",9/13/2021 1:19,1.43722E+18,hugo_app,Centroamérica y El Caribe,0,0,es,Twitter Web App
311,"@CarlosChaviraTV La verdad, la verdad: @BancoAzteca . Jamás he tenido un problema con la App, enviando transferencias a cualquier hora y disponer de mi dinero. OJO: es mi opinión como consumidor y mira que he probado varios bancos.",9/13/2021 0:04,1.43721E+18,hugo_hernand,"Guanajuato,México",0,4,es,Twitter for Android
312,@hugo_app Felicidades hoy espere 3 horas por mi comida de @Laurel y  lo que recibí fue la comida de @MunirDauhajre la cual devolví y como premio @hugo_app me compensó devolviéndome mi pago y RD$ 95 como compensación.,9/12/2021 22:56,1.43719E+18,fmdiazp,,0,1,es,Twitter for iPhone
313,Hoy es la última vez que trato de pedir algo por @hugo_app... les recomiendo que hagan lo mismo,9/12/2021 21:41,1.43717E+18,nohecastaneda,"San Salvador, El Salvador",0,3,es,Twitter for Android
314,"@VHMok 
Víctor Hugo se ha cortado la conexión del app de C5N x You Tobe. https://t.co/fHlEVi9RJe",9/12/2021 21:04,1.43716E+18,Albertovote1,,0,0,es,Twitter Web App
315,"RT @takitoperezgt: 7av 14-35 zona9, hoy hasta las 5pm 🌮🌯😎

Vengan a probar la Horchata Salvadorian peeeee y su gringa gratis

Hoy solo Uber…",9/12/2021 19:58,1.43714E+18,cesaroswaldofu1,,2,0,es,Twitter for Android
316,"@BBVA_Mex Los depósitos que se hicieron hoy en mi cuenta, ¿si se verán reflejados cuando ya podamos utilizar la app o el cajero?",9/12/2021 18:22,1.43712E+18,hugo_sair,,0,0,es,Twitter for Android
317,"RT @takitoperezgt: 7av 14-35 zona9, hoy hasta las 5pm 🌮🌯😎

Vengan a probar la Horchata Salvadorian peeeee y su gringa gratis

Hoy solo Uber…",9/12/2021 17:22,1.4371E+18,AJSoulwolf,,2,0,es,Twitter for Android
318,"7av 14-35 zona9, hoy hasta las 5pm 🌮🌯😎

Vengan a probar la Horchata Salvadorian peeeee y su gringa gratis

Hoy solo Uber Eats, mientras arreglamos lo de Hugo y ZOE APP https://t.co/W16a8l4FYp",9/12/2021 17:20,1.4371E+18,takitoperezgt,Contáctenos en ,2,9,es,Twitter for Android
319,"RT @Jolohurtado1: La detención del 'Pollo' Carvajal expone a Podemos por sus lazos con el chavismo y sus narcos 

https://t.co/rk0u811moq…",9/12/2021 17:03,1.4371E+18,consuelo_palau,"Fuengirola, España",2,0,es,Twitter Web App
320,"“Yo ya dirigí a mi selección, que es Nacional” respondió el exentrenador ante la eventualidad de ser el DT de Uruguay en algún momento. También habló de su pasado en el Partido Colorado. https://t.co/155gaizoAM",9/12/2021 16:50,1.4371E+18,Ovaciondigital,,0,26,es,Integromat
321,"RT @Jolohurtado1: La detención del 'Pollo' Carvajal expone a Podemos por sus lazos con el chavismo y sus narcos 

https://t.co/rk0u811moq…",9/12/2021 16:35,1.43709E+18,invest_trades,,2,0,es,Twitter Web App
322,"La detención del 'Pollo' Carvajal expone a Podemos por sus lazos con el chavismo y sus narcos 

https://t.co/rk0u811moq

Enviado desde @updayESP",9/12/2021 16:32,1.43709E+18,Jolohurtado1,,2,5,es,Twitter for Android
323,"RT @GolDNakama: QUEJA A MANGA PLUS CONJUNTA

En la web bajad lo más abajo posible hasta encontrar en el centro el apartado ""Sugerencias""

E…",9/12/2021 16:13,1.43709E+18,Hugo_Navarro_,España,82,0,es,Twitter for Android
324,"@flakofig Hay que ser cuidadosos en cómo hacemos ver las cosas 👀

El día de ayer por saturación de ordenes en Santa Tecla se les dijo que solo estábamos cubriendo esa zona 

También ponemos a disposición la app de Hugo para realizar sus pedidos ahí 😇",9/12/2021 16:07,1.43709E+18,elbajonsv2,,0,0,es,Twitter for iPhone
325,"RT @Rayadas: 📱| Descarga la App Rayados y disfruta de la transmisión en vivo del #RayadasVsTijuana👊🏻😃

Conectados #EnLaVidayEnLaCancha 📶",9/12/2021 14:08,1.43706E+18,Hugo_Puente,Monterrey NL,9,0,es,Twitter for iPhone
326,"Una reyerta a palos en Alicante y la detención de 'El Pollo': los Vídeos de la Semana

https://t.co/uauGrH8duF

Enviado desde @updayESP",9/12/2021 10:44,1.437E+18,JcJordicabezas,,0,0,es,Twitter for Android
327,"RT @Eurosport_ES: ¡Un español 🇪🇸 ganando el #USOpen júnior por primera vez en 35 años!

Enhorabuena, Dani Rincón, menudo futuro 🇪🇸 👏👏

Has…",9/12/2021 6:46,1.43694E+18,saburil_hugo,"Galicia, España",91,0,es,Twitter for Android
328,"RT @PanchoOlivares: No usen @hugo_app!! Aplicación basura! Falsas expectativas! 
Terrible servicio!

Empezaremos a buscar opciones con #Ube…",9/12/2021 3:51,1.4369E+18,KaritOlivaresF, Stairway to Heaven,2,0,es,Twitter for iPhone
329,"@agustin40831788 @hugo_0k @ronnyrizzo1 @crisspuerto @gonzalodelpazo @andreag14399487 @gissellaciccia2 • Les invitamos a la Red Social Catolica, https://t.co/K35n4WTtzm • Mas de 15,000 catolicos registrados. Baja la App en https://t.co/MncCDlv6TO https://t.co/yC27kK1cIL",9/12/2021 3:50,1.4369E+18,tucristo_app,Estados Unidos,0,0,es,Twitter Web App
330,Pedí un six  a cadejo y el Deliver de Hugo venían preocupado por que sus clientes antes que yo no tomaron su pedido por que la app no cobró el bicoit bien (sinceramente este tipo de pago nos vino arruinar más ) Pues le compre la comida 💆🏽‍♀️ con comida y guaro 🤷🏽‍♀️ https://t.co/8YoACihr6g,9/12/2021 2:14,1.43688E+18,_geo1990,"San Miguel, El Salvador",0,1,es,Twitter for iPhone
