,Tweet Text,Tweet Datetime,Tweet Id,Twitter @ Name,Location Info,Retweets,Favorites,Language,Source
52,RT @R_Villeda: Muy contentos porque se ha sumado una marca líder en su área a nuestro querido @CDOlimpia Gracias amigos de @hugo_app por co…,9/14/2021 22:46,1.44E+18,rafas_paz,"San Pedro Sula, Honduras",7,0,es,Twitter for Android
53,RT @NacionOlimpista: ¡YA! ¡YA! Conocé todos los detalles de la firma entre @hugo_app y @CDOlimpia en #NaciónOlimpistaRadio totalmente en vi…,9/14/2021 22:41,1.44E+18,IssaSauceda24,HONDURAS,4,0,es,Twitter Web App
54,RT @NacionOlimpista: ¡YA! ¡YA! Conocé todos los detalles de la firma entre @hugo_app y @CDOlimpia en #NaciónOlimpistaRadio totalmente en vi…,9/14/2021 22:41,1.44E+18,CesarGodoy_,Honduras,4,0,es,Twitter for iPhone
55,"¡Gracias por tus comentarios! 

Recuerda que tienes envío gratis si compras a través de @hugo_app https://t.co/LZFkWCBLPz",9/14/2021 22:39,1.44E+18,TechloverStore,,0,0,es,Twitter Web App
56,¡YA! ¡YA! Conocé todos los detalles de la firma entre @hugo_app y @CDOlimpia en #NaciónOlimpistaRadio totalmente en vivo 🙌🏼  👉🏼👉🏼 https://t.co/bOo4BvZOCL,9/14/2021 22:38,1.44E+18,NacionOlimpista,Honduras,4,31,es,Twitter for iPhone
57,RT @anibalmedrano1: Hola @hugo_app ¿podemos hacerles el pedido de un estadio para el Olimpia?😁🤞🏼,9/14/2021 22:28,1.44E+18,Maximus2938,Honduras,3,0,es,Twitter for Android
58,RT @anibalmedrano1: Hola @hugo_app ¿podemos hacerles el pedido de un estadio para el Olimpia?😁🤞🏼,9/14/2021 22:26,1.44E+18,ChavaOlimpista,Tegucigalpa Honduras,3,0,es,Twitter for Android
59,"No veo a los de @hugo_app haciendo uso de este recurso en tendencia, les falta malicia, les falta atreverse-se-se salir del closet https://t.co/ynvkIwa7dE",9/14/2021 22:24,1.44E+18,sadytouch,"Tegucigalpa, Honduras",0,0,es,Twitter for Android
60,@geframa @CDOlimpia @hugo_app Más paquetes argentinos van a traer.,9/14/2021 22:07,1.44E+18,Elvinh123,Tegucigalpa-Honduras,0,0,es,Twitter for Android
61,"RT @TatoSaybe: Bienvenido @hugo_app a la gran familia de @CDOlimpia , sin duda lograremos grandes cosas juntos. 

#EntreGigantesNosEntedemos",9/14/2021 22:01,1.44E+18,Hondurasimport1,Wilmington NC,1,0,es,Twitter for Android
62,"RT @CDOlimpia: ¡Bienvenido Hugo! 🤝@hugo_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaci…",9/14/2021 21:57,1.44E+18,OlivaJosue1,Honduras,27,0,es,Twitter for Android
63,RT @Nangara_31: @AlanBIL1 @R_Villeda @339_850425 @CDOlimpia @hugo_app JOH es más motagüense que las nalgas operadas de Diego Vásquez,9/14/2021 21:55,1.44E+18,339_850425,"El Carri,Comayagüela M.D.C.",1,0,es,Twitter Web App
64,@geframa @CDOlimpia @hugo_app Fichajes como cuales de los ultimos 6  rollos de malla que han traído salvandose 2 y ya saben quienes son de los 8,9/14/2021 21:49,1.44E+18,jcramosmo,en la luna ,0,0,es,Twitter for Android
65,"RT @NacionOlimpista: ¡Hola @hugo_app! 👋🏼👋🏼Bienvenidos a la familia más grande de Honduras, bienvenidos a la #NaciónOlimpista. 🦁 https://t.c…",9/14/2021 21:36,1.44E+18,Djba_98,La Boca. ,13,0,es,Twitter for Android
66,@AlanBIL1 @R_Villeda @339_850425 @CDOlimpia @hugo_app JOH es más motagüense que las nalgas operadas de Diego Vásquez,9/14/2021 21:36,1.44E+18,Nangara_31,Honduras,1,2,es,Twitter for Android
67,@NacionOlimpista @carlospineda51 @CDOlimpia @hugo_app @carlosalexispr Entonces ahora q escriba “Carlos” x o y cosa en los comentarios del fb tendre q epecificar cual de los dos carlos??,9/14/2021 21:35,1.44E+18,NacionalOlimpia,Honduras,0,0,es,Twitter for iPhone
68,"RT @NacionOlimpista: ¡Hola @hugo_app! 👋🏼👋🏼Bienvenidos a la familia más grande de Honduras, bienvenidos a la #NaciónOlimpista. 🦁 https://t.c…",9/14/2021 21:31,1.44E+18,Hondurasimport1,Wilmington NC,13,0,es,Twitter for Android
69,RT @R_Villeda: Muy contentos porque se ha sumado una marca líder en su área a nuestro querido @CDOlimpia Gracias amigos de @hugo_app por co…,9/14/2021 21:31,1.44E+18,Hondurasimport1,Wilmington NC,7,0,es,Twitter for Android
70,RT @R_Villeda: Muy contentos porque se ha sumado una marca líder en su área a nuestro querido @CDOlimpia Gracias amigos de @hugo_app por co…,9/14/2021 21:27,1.44E+18,Limber9Perez,,7,0,es,Twitter for Android
71,"RT @NacionOlimpista: ¡Hola @hugo_app! 👋🏼👋🏼Bienvenidos a la familia más grande de Honduras, bienvenidos a la #NaciónOlimpista. 🦁 https://t.c…",9/14/2021 21:14,1.44E+18,CesarGodoy_,Honduras,13,0,es,Twitter for iPhone
72,Que servicio más basura se ha vuelto @hugo_app 😕,9/14/2021 21:13,1.44E+18,joselinetoledo,,0,1,es,Twitter for Android
73,@RonyAvilesc @CDOlimpia @hugo_app @carlospineda51 @carlosalexispr Nosotros trasladaremos esa pregunta a la gente de #Hugo en nuestro programa radial. Pendiente. ¡Saludos!,9/14/2021 21:11,1.44E+18,NacionOlimpista,Honduras,0,0,es,Twitter for iPhone
74,"RT @NacionOlimpista: ¡Hola @hugo_app! 👋🏼👋🏼Bienvenidos a la familia más grande de Honduras, bienvenidos a la #NaciónOlimpista. 🦁 https://t.c…",9/14/2021 21:07,1.44E+18,Dennis_Munoz13,,13,0,es,Twitter for Android
75,"Bienvenido @hugo_app a la gran familia de @CDOlimpia , sin duda lograremos grandes cosas juntos. 

#EntreGigantesNosEntedemos https://t.co/waz6k46UUf",9/14/2021 20:58,1.44E+18,TatoSaybe,,1,44,es,Twitter for iPad
76,"RT @NacionOlimpista: ¡Hola @hugo_app! 👋🏼👋🏼Bienvenidos a la familia más grande de Honduras, bienvenidos a la #NaciónOlimpista. 🦁 https://t.c…",9/14/2021 20:45,1.44E+18,evans_hernandez,Honduras ,13,0,es,Twitter for iPhone
77,"RT @Nangara_31: @R_Villeda @339_850425 @CDOlimpia @hugo_app Estadio nuevo mi Rafa!!! ""Estadio Delivery Hugo"" ""Estadio Bancatlan"" ""Estadio B…",9/14/2021 20:35,1.44E+18,339_850425,"El Carri,Comayagüela M.D.C.",1,0,es,Twitter Web App
78,No entiendo porque @hugo_app se mete al delivery de donas si no tienen la capacidad ni para cumplir tiempos de entrega decentes ni la atención al cliente🤔,9/14/2021 20:35,1.44E+18,mpaulinac,#FAS ⚽  ,0,8,es,Twitter for iPhone
79,"@R_Villeda @339_850425 @CDOlimpia @hugo_app Estadio nuevo mi Rafa!!! ""Estadio Delivery Hugo"" ""Estadio Bancatlan"" ""Estadio Banco Atlántida""

Hay que jugarsela con los patrocinadores",9/14/2021 20:35,1.44E+18,Nangara_31,Honduras,1,5,es,Twitter for Android
80,"RT @NacionOlimpista: ¡Hola @hugo_app! 👋🏼👋🏼Bienvenidos a la familia más grande de Honduras, bienvenidos a la #NaciónOlimpista. 🦁 https://t.c…",9/14/2021 20:33,1.44E+18,destephen_j,Sol Sur,13,0,es,Twitter for Android
81,"@R_Villeda @339_850425 @CDOlimpia @hugo_app No puedo ver nada presi, ya que el CM del club bloquea a todos, como ella es del victoria, no está acostumbrada a la presión de manejar redes del club más grande de C.A",9/14/2021 20:31,1.44E+18,payasitodebus,Tu Mente ,0,1,es,Twitter for Android
82,"RT @NacionOlimpista: ¡Hola @hugo_app! 👋🏼👋🏼Bienvenidos a la familia más grande de Honduras, bienvenidos a la #NaciónOlimpista. 🦁 https://t.c…",9/14/2021 20:30,1.44E+18,Paola_NRT,Honduras,13,0,es,Twitter Web App
83,"RT @CDOlimpia: ¡Bienvenido Hugo! 🤝@hugo_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaci…",9/14/2021 20:27,1.44E+18,Edwinatorres01,Tegucigalpa Honduras,27,0,es,Twitter for Android
84,"RT @NacionOlimpista: ¡Hola @hugo_app! 👋🏼👋🏼Bienvenidos a la familia más grande de Honduras, bienvenidos a la #NaciónOlimpista. 🦁 https://t.c…",9/14/2021 20:27,1.44E+18,Edwinatorres01,Tegucigalpa Honduras,13,0,es,Twitter for Android
85,RT @R_Villeda: Muy contentos porque se ha sumado una marca líder en su área a nuestro querido @CDOlimpia Gracias amigos de @hugo_app por co…,9/14/2021 20:26,1.44E+18,339_850425,"El Carri,Comayagüela M.D.C.",7,0,es,Twitter Web App
86,RT @R_Villeda: Muy contentos porque se ha sumado una marca líder en su área a nuestro querido @CDOlimpia Gracias amigos de @hugo_app por co…,9/14/2021 20:26,1.44E+18,teguzcholu,,7,0,es,Twitter for Android
87,"RT @NacionOlimpista: ¡Hola @hugo_app! 👋🏼👋🏼Bienvenidos a la familia más grande de Honduras, bienvenidos a la #NaciónOlimpista. 🦁 https://t.c…",9/14/2021 20:26,1.44E+18,JulioCMoreno14,Spirit In The Sky,13,0,es,Twitter for Android
88,Muy contentos porque se ha sumado una marca líder en su área a nuestro querido @CDOlimpia Gracias amigos de @hugo_app por confiar en nosotros. Estoy seguro que esta unión traerá muchos éxitos para ambos. ¡Enhorabuena! https://t.co/nPstItPyLZ,9/14/2021 20:24,1.44E+18,R_Villeda,,7,156,es,Twitter Web App
89,"¡Hola @hugo_app! 👋🏼👋🏼Bienvenidos a la familia más grande de Honduras, bienvenidos a la #NaciónOlimpista. 🦁 https://t.co/rRLhFU7bVJ",9/14/2021 20:24,1.44E+18,NacionOlimpista,Honduras,13,156,es,Twitter for iPhone
90,"@daveDYmorel @Maximus2938 @CDOlimpia @hugo_app Tiene razón solo quejándose si tanto les gusta la otra pagina pues solo sigan la otra y ya, ya la cagan!!",9/14/2021 20:18,1.44E+18,Garmendia30,HONDURAS ,0,2,es,Twitter for iPhone
91,"@hugo_app 2 horas esperando mi pedido y lo único que han podido decirme es que tenga paciencia, excelente servicio de su parte😐",9/14/2021 20:14,1.44E+18,Gerardo11305065,,0,0,es,Twitter for Android
92,@NacionOlimpista @hugo_app Todo Olimpista que se llame Hugo ya la hizo. jaja,9/14/2021 20:00,1.44E+18,FunesHade,Honduras,0,4,es,Twitter for iPhone
93,@NacionOlimpista @CDOlimpia @hugo_app @carlospineda51 @carlosalexispr Se harán entrega de las camisetas del Olimpia via Hugo?? 🤔,9/14/2021 19:52,1.44E+18,RonyAvilesc,Honduras,0,1,es,Twitter for Android
94,"@NacionOlimpista @hugo_app Combina 😂😂😂 pense era la presentación de benguche blanco.

Para marketing tiene 0",9/14/2021 19:47,1.44E+18,CabronErrante,"Boston, Massachusetts",0,1,es,Twitter for iPhone
95,"RT @CDOlimpia: ¡Bienvenido Hugo! 🤝@hugo_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaci…",9/14/2021 19:25,1.44E+18,evans_hernandez,Honduras ,27,0,es,Twitter for iPhone
96,"RT @CDOlimpia: ¡Bienvenido Hugo! 🤝@hugo_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaci…",9/14/2021 19:12,1.44E+18,JulioCMoreno14,Spirit In The Sky,27,0,es,Twitter for Android
97,RT @NacionOlimpista: ¡OLIMPIA FIRMA NUEVO PATROCINADOR! @hugo_app se convierte en el nuevo representante en nuestra camiseta. ¡Acompañará l…,9/14/2021 19:12,1.44E+18,JulioCMoreno14,Spirit In The Sky,13,0,es,Twitter for Android
98,"RT @CDOlimpia: ¡Bienvenido Hugo! 🤝@hugo_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaci…",9/14/2021 19:01,1.44E+18,Rossell99230950,Afganistán ,27,0,es,Twitter for Android
99,@NacionOlimpista @carlospineda51 @CDOlimpia @hugo_app @carlosalexispr Excelente. Muchas felicidades hermano @carlospineda51 a por todas!!!!,9/14/2021 18:54,1.44E+18,GerajCHG,San Pedro Sula,0,1,es,Twitter for Android
100,RT @NacionOlimpista: ¡HOY TENEMOS NACIÓN OLIMPISTA RADIO! Abordaremos todos los detalles sobre la firma del contrato de patrocinio entre @C…,9/14/2021 18:53,1.44E+18,carlospineda51,Honduras,1,0,es,Twitter for Android
101,"@daveDYmorel @Maximus2938 @CDOlimpia @hugo_app Pocos se quejan , veo muchos más likes",9/14/2021 18:49,1.44E+18,mleonel1969,Honduras,0,0,es,Twitter for iPhone
102,"RT @CDOlimpia: ¡Bienvenido Hugo! 🤝@hugo_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaci…",9/14/2021 18:46,1.44E+18,ocarloshn,"13.310061,-87.202091",27,0,es,Twitter for iPad
103,"RT @CDOlimpia: ¡Bienvenido Hugo! 🤝@hugo_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaci…",9/14/2021 18:45,1.44E+18,Dennis_Munoz13,,27,0,es,Twitter for Android
104,"RT @CDOlimpia: ¡Bienvenido Hugo! 🤝@hugo_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaci…",9/14/2021 18:45,1.44E+18,AnniethS,"San Pedro Sula, Honduras",27,0,es,Twitter for Android
105,"RT @CDOlimpia: ¡Bienvenido Hugo! 🤝@hugo_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaci…",9/14/2021 18:42,1.44E+18,calix_nokeira,,27,0,es,Twitter for iPhone
106,@CDOlimpia @hugo_app PINTO HUGO,9/14/2021 18:40,1.44E+18,laloturcios,,0,0,es,Twitter for iPhone
107,"RT @CDOlimpia: ¡Bienvenido Hugo! 🤝@hugo_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaci…",9/14/2021 18:39,1.44E+18,mayellyponce,"Tegucigalpa, Honduras",27,0,es,Twitter for Android
108,"RT @CDOlimpia: ¡Bienvenido Hugo! 🤝@hugo_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaci…",9/14/2021 18:35,1.44E+18,Andrea_FuentesB,HONDURAS,27,0,es,Twitter for iPhone
109,"RT @CDOlimpia: ¡Bienvenido Hugo! 🤝@hugo_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaci…",9/14/2021 18:35,1.44E+18,beduinopalma,Honduras ,27,0,es,Twitter for Android
110,@CDOlimpia @hugo_app Pedidos Ya es el papá de todos ahorita 🤭,9/14/2021 18:31,1.44E+18,carloscalix6399,,0,4,es,Twitter for Android
111,"RT @CDOlimpia: ¡Bienvenido Hugo! 🤝@hugo_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaci…",9/14/2021 18:31,1.44E+18,MartinM38781822,Milan ,27,0,es,Twitter for iPhone
112,"RT @CDOlimpia: ¡Bienvenido Hugo! 🤝@hugo_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaci…",9/14/2021 18:30,1.44E+18,mundoalbo1912,Honduras,27,0,es,Twitter for Android
113,"RT @sergiojtrejo: @NacionOlimpista @CDOlimpia @hugo_app @carlospineda51 @carlosalexispr Me gusta esa oración la previa al clasico, porque d…",9/14/2021 18:29,1.44E+18,sergiojtrejo,"Fresh Meadows, NY, queens",1,0,es,Twitter for iPhone
114,"@Maximus2938 @CDOlimpia @hugo_app ??? Se quejan demasiado de las redes del club sinceramente, las fotos tienen que ser seleccionadas y editas. No se van a subir desde un celular y recién tomadas tampoco.",9/14/2021 18:29,1.44E+18,daveDYmorel,"Tegucigalpa, Honduras",0,7,es,Twitter for Android
115,"@NacionOlimpista @CDOlimpia @hugo_app @carlospineda51 @carlosalexispr Me gusta esa oración la previa al clasico, porque decir clasico nacional contra un equipo q en su historia tienen nada o muy poco es mucho regalo llamarle clasico nacional eso quedo en los años 70’",9/14/2021 18:29,1.44E+18,sergiojtrejo,"Fresh Meadows, NY, queens",1,1,es,Twitter for iPhone
116,@Maximus2938 @CDOlimpia @hugo_app Tarde? Y esq due el año pasado? Jajajaja,9/14/2021 18:25,1.44E+18,CristobalJF10,Honduras,0,0,es,Twitter for Android
117,"@Maximus2938 @NacionOlimpista @hugo_app @CDOlimpia Tw solo sirve para dar anuncios oficiales de parte de las empresas.
Cuando se estudia un poco el manejo de cada red se entiende mejor como funciona el asunto.",9/14/2021 18:22,1.44E+18,luismancia1981,,0,0,es,Twitter for Android
118,"@NacionOlimpista @hugo_app Y si el Jugador se llama Hugo, siempre llevará la publicidad??? 🤔🤣",9/14/2021 18:22,1.44E+18,RonyAvilesc,Honduras,0,0,es,Twitter for Android
119,"RT @CDOlimpia: ¡Bienvenido Hugo! 🤝@hugo_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaci…",9/14/2021 18:19,1.44E+18,IVS_Pte,Tegucigalpa M.D.C.,27,0,es,Twitter for Android
120,"RT @CDOlimpia: ¡Bienvenido Hugo! 🤝@hugo_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaci…",9/14/2021 18:17,1.44E+18,JMOlimpia,,27,0,es,Twitter for iPhone
121,"RT @CDOlimpia: ¡Bienvenido Hugo! 🤝@hugo_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaci…",9/14/2021 18:16,1.44E+18,EdwinMe88,"San Pedro Sula,Honduras C.A  ",27,0,es,Twitter for Android
122,"RT @CDOlimpia: ¡Bienvenido Hugo! 🤝@hugo_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaci…",9/14/2021 18:15,1.44E+18,maldonadocz_21,,27,0,es,Twitter for iPhone
123,"RT @CDOlimpia: ¡Bienvenido Hugo! 🤝@hugo_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaci…",9/14/2021 18:15,1.44E+18,destephen_j,Sol Sur,27,0,es,Twitter for Android
124,"RT @CDOlimpia: ¡Bienvenido Hugo! 🤝@hugo_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaci…",9/14/2021 18:15,1.44E+18,teguzcholu,,27,0,es,Twitter for Android
125,"@luismancia1981 @NacionOlimpista @hugo_app @CDOlimpia Estamos hablando de Twitter, aya ellos con las demás redes",9/14/2021 18:13,1.44E+18,Maximus2938,Honduras,0,0,es,Twitter for Android
126,"RT @CDOlimpia: ¡Bienvenido Hugo! 🤝@hugo_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaci…",9/14/2021 18:12,1.44E+18,mmvilleda,,27,0,es,Twitter for iPhone
127,"@CDOlimpia @hugo_app Excelente, entre más patrocinio más probabilidades de buenos fichajes y mejoras a los inmuebles del equipo.",9/14/2021 18:12,1.44E+18,geframa,Honduras,0,3,es,Twitter for Android
128,"RT @CDOlimpia: ¡Bienvenido Hugo! 🤝@hugo_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaci…",9/14/2021 18:10,1.44E+18,casco_hector,,27,0,es,Twitter for iPhone
129,"¡Bienvenido Hugo! 🤝@hugo_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaciones del Centro de Alto Rendimiento José Rafael Ferrari.

#EntreGigantesNosEntendemos https://t.co/OcbcNLWiNd",9/14/2021 18:08,1.44E+18,CDOlimpia,"Tegucigalpa,Honduras",27,326,es,TweetDeck
130,¡HOY TENEMOS NACIÓN OLIMPISTA RADIO! Abordaremos todos los detalles sobre la firma del contrato de patrocinio entre @CDOlimpia y @hugo_app | la previa del clásico ante los verdolagas y mucho más. ¡En cabina por primera vez @carlospineda51 junto a nuestro director @carlosalexispr! https://t.co/jKXlDgoB6K,9/14/2021 18:04,1.44E+18,NacionOlimpista,Honduras,1,43,es,Twitter for iPhone
131,RT @NacionOlimpista: ¡OLIMPIA FIRMA NUEVO PATROCINADOR! @hugo_app se convierte en el nuevo representante en nuestra camiseta. ¡Acompañará l…,9/14/2021 17:55,1.44E+18,Hondurasimport1,Wilmington NC,13,0,es,Twitter for Android
132,@anibalmedrano1 @hugo_app Únanse @hugo_app y @bancatlan,9/14/2021 17:54,1.44E+18,Rossell99230950,Afganistán ,0,1,es,Twitter for Android
133,Desde ya siguiendo a @hugo_app. 👀,9/14/2021 17:53,1.44E+18,NormanAyllon14,"Tegucigalpa, Honduras. 🇭🇳",0,3,es,Twitter for Android
134,@_Keko__ @NacionOlimpista @hugo_app @CDOlimpia Hay que seguir las redes. https://t.co/ps2hctuKkG,9/14/2021 17:50,1.44E+18,luismancia1981,,0,3,es,Twitter for Android
135,Hola @hugo_app ¿podemos hacerles el pedido de un estadio para el Olimpia?😁🤞🏼 https://t.co/TIITJNCA1H,9/14/2021 17:50,1.44E+18,anibalmedrano1,"Nacaome, Valle. Honduras.",3,18,es,Twitter for Android
136,"@Maximus2938 @NacionOlimpista @hugo_app @CDOlimpia Papaito,no sigue las redes del Club usted. https://t.co/ZmA27848mj",9/14/2021 17:49,1.44E+18,luismancia1981,,0,3,es,Twitter for Android
137,"RT @Maximus2938: @NacionOlimpista @hugo_app Nación Olimpista  2
CM @CDOlimpia   0",9/14/2021 17:35,1.44E+18,NormanAyllon14,"Tegucigalpa, Honduras. 🇭🇳",2,0,es,Twitter for Android
