,Tweet Text,Tweet Datetime,Tweet Id,Twitter @ Name,Place Info,Retweets,Favorites,Language,Source
242,"RT @brazaesthetic: brazaesthetic:Tazo Pokémon, Elma Chips (2000) https://t.co/pHwQHs9iXh",2021-09-17 03:31:51,1438707242988093440,Rafael65400325,brazil,18,0,es,Twitter for Android
243,"RT @_Jerryl1: Abro hilo sobre los Pokémon basados en México
Opening thread from Mexico-themed Pokémon

#Ludicolo: El Pokémon Optimista/Care…",2021-09-17 03:31:45,1438707219755843586,FerdinandDuarte,,66,0,es,Twitter for Android
244,"RT @CNNEE: La Agencia Nacional de Ciencia de Australia nombró a una especie de mosca en honor a RuPaul, famoso por sus concursos de televis…",2021-09-17 03:31:42,1438707205923131394,eKKosss,"Veracruz,Mexico",20,0,es,Twitter for Android
245,"RT @_Jerryl1: Abro hilo sobre los Pokémon basados en México
Opening thread from Mexico-themed Pokémon

#Ludicolo: El Pokémon Optimista/Care…",2021-09-17 03:31:42,1438707204912291846,HansellReactsTo,,66,0,es,Twitter for iPhone
246,"RT @CNNEE: La Agencia Nacional de Ciencia de Australia nombró a una especie de mosca en honor a RuPaul, famoso por sus concursos de televis…",2021-09-17 03:31:22,1438707120409616388,karlina1985,Venezuela,20,0,es,Twitter for Android
247,"RT @Zareption: Nuevo video: Comparando Sprites de Pokemon de la Primera Generación (Rojo/Verde, Azul y Amarillo)
Link: https://t.co/YhybKa5…",2021-09-17 03:31:19,1438707107939893252,JoeKLWright,"Monterrey, Nuevo León",3,0,es,Twitter Web App
248,"RT @CNNEE: La Agencia Nacional de Ciencia de Australia nombró a una especie de mosca en honor a RuPaul, famoso por sus concursos de televis…",2021-09-17 03:31:09,1438707067498471425,Marimaiz,Panama,20,0,es,Twitter for Android
249,"✨  Pokemon Shinys.!!!  ✨ 
🔴 Estamos en Vivo por Twitch..!!! 
Unete al Stream !! ✨ 

#ShinyHuntersZuelaCorp

 #Twitch

https://t.co/2DSxEsQcAp 
@TwitchSIE https://t.co/dsRHbqPWBS",2021-09-17 03:31:08,1438707063249588232,Canal_ZuelaCorp,Chile,2,3,es,Elgato Stream Deck
250,"RT @WikiDexOficial: Nueva pantalla de inicio de Pokémon Masters con motivo de la invasión del Team Rocket.

La música también es reemplazad…",2021-09-17 03:31:06,1438707055884386304,LuchoSama51,Argentina,25,0,es,Twitter for Android
251,q vivan ash y pikachu los otros personajes d pokemon son unos pendejos,2021-09-17 03:31:06,1438707055729299464,skitguki,ash akgae,0,1,es,Twitter for iPhone
252,@damiDK2 Los colores me recuerdan al Pokémon sylveon,2021-09-17 03:30:57,1438707016348864513,Blox_32,mi habitación con rgb,0,1,es,Twitter for Android
253,"RT @CNNEE: La Agencia Nacional de Ciencia de Australia nombró a una especie de mosca en honor a RuPaul, famoso por sus concursos de televis…",2021-09-17 03:30:55,1438707009667440640,Aries7004,,20,0,es,Twitter for Android
254,"RT @superalvichan: Redibujo que amo ♥
#Fanart #pokemon #misty #digitaldrawing https://t.co/bgUMwbJDt6",2021-09-17 03:30:54,1438707005867372547,LaRYumep,,8,0,es,Twitter Web App
255,"@hector_simp En mi caso seria: 
DSI: Pokémon Platino (no recuerdo bien)  
Wii: Wii Sports 
WiiU: Mario Kart 8, Super Smash Bros WiiU, Super Mario 3D World, New Super Mario Bros. U (no recuerdo cual fue el primero que puse porque los 4 me lo compre con la consola) 
SW: TLOZ Breath of the Wild",2021-09-17 03:30:32,1438706914553171969,Andreriri_,"Lima, Perú ",0,0,es,Twitter Web App
256,RT @Eric_Lostie: poned vuestro pokémon favorito con 2 imágenes y que los demás intenten adivinarlo https://t.co/oJ6sszsMho,2021-09-17 03:30:09,1438706817543155717,vanjarodparis,Veracruz Mexico,52,0,es,Twitter for iPhone
257,RT @CooLifeGame: Hoy a las 19.00 seguimos con el centro Pokémon hecho 100% por mi en TortillaLand 😶‍🌫️,2021-09-17 03:29:39,1438706692158414848,ARTUROMAUZ,,9,0,es,Twitter for Android
258,"Pokémon...
eso será el futuro que planeo bill hace el principio después de la era galar? es una maquina que fusiona humanos con Pokémon https://t.co/j7G2JebziN",2021-09-17 03:29:02,1438706535945969672,Dry_ice_52,Donde tira las ganas,0,0,es,Twitter Web App
259,"@N3S3P4S Sorry lo na que ver de este comentario, pero qué emoción ver una captura de Pokémon Go del año que debutó. 😍 Pregunto por curiosidad: ¿aún usái la cuenta?",2021-09-17 03:29:01,1438706529834868739,Zarkolokol,Los Andes,0,0,es,Twitter for Android
260,"RT @TalesofLaura: ✨Soy una cuenta nueva y busco mutuals para interactuar✨

- Pokémon 
- Stardew Valley
- Animal Crossing
- Tales of
- Fire…",2021-09-17 03:28:01,1438706280437276674,Megalogrog,Storybrooke,87,0,es,Twitter for Android
261,RT @pokexperto: Vídeo promocional del 5 Aniversario de Pokémon GO https://t.co/e9tqkLPBfq,2021-09-17 03:27:30,1438706150271246338,AxelBelisan96,"Mar del Plata, Argentina",44,0,es,Twitter for Android
262,@SupsipS Para jugar pokemon creo que será suficiente. 😜😂,2021-09-17 03:27:18,1438706099847270404,OficialYunuen,Burbuja Mágica Indestructible,0,1,es,Twitter for iPhone
263,"Supongo que siendo objetivo sería la séptima, llegó en un momento muy importante en mi vida, me encantó absolutamente todo, historia, personajes etc, me divertí muchísimo con mis amigos en las battel Royal y espere con mucha ilusión cada tráiler y Pokémon nuevo que anunciaban",2021-09-17 03:27:14,1438706082487095297,NolanAisak,Bienvenido a mi galería ,0,0,es,Twitter for Android
264,"RT @Elesky25: Pokémon Rubí/Zafiro/Esmeralda medley 💚

Espero que os guste 😊 https://t.co/QIa5Dz8bwX",2021-09-17 03:27:01,1438706029080965120,netohernandez7,,357,0,es,Twitter for Android
265,"RT @_Jerryl1: Abro hilo sobre los Pokémon basados en México
Opening thread from Mexico-themed Pokémon

#Ludicolo: El Pokémon Optimista/Care…",2021-09-17 03:26:52,1438705988794781698,FedericoAdan28,Monterrey,66,0,es,Twitter for Android
266,RT @CentroPokemon: Ya están empezando a llegar las Oreo de Pokémon 🔥 https://t.co/xncUjEadjo,2021-09-17 03:26:50,1438705982813745152,Billylopzr,,137,0,es,Twitter for iPhone
267,"RT @CNNEE: La Agencia Nacional de Ciencia de Australia nombró a una especie de mosca en honor a RuPaul, famoso por sus concursos de televis…",2021-09-17 03:25:47,1438705718333423619,jangel_87,Bogotá D.C.,20,0,es,Twitter for Android
268,"@OficialYunuen Me pareció de buena capacidad (es un niño, tampoco necesita lo más caro), pero con suficiente potencia para que pueda jugar por ejemplo pokemon go o algunas apps de coches y que le pueda durar un par de años, al menos.",2021-09-17 03:24:58,1438705511910625287,SupsipS,,0,1,es,Twitter Web App
269,"RT @_Jerryl1: Abro hilo sobre los Pokémon basados en México
Opening thread from Mexico-themed Pokémon

#Ludicolo: El Pokémon Optimista/Care…",2021-09-17 03:24:46,1438705460518006785,AGatsby17,Honduras,66,0,es,Twitter for Android
270,Lo importante ahora es que ya tengo 600 pokemon.,2021-09-17 03:24:41,1438705441165414403,LeCantaElGallo,Qué le pasa gonorrea ,0,0,es,Twitter for Android
271,RT @Pokecarlengues2: ¿Nuevo vídeo de fusiones Pokémon? https://t.co/gpXleRLRo8,2021-09-17 03:24:40,1438705435846930435,Pac_Man_24,,22,0,es,Twitter for Android
272,"RT @KsioEstaCogido: La peña tirando pestes de una niña que anda re loca por la Mc Aitana

Habéis rozado la Diabetes Tipo 2 comiendo pelotaz…",2021-09-17 03:24:22,1438705359582027778,Karimhssn_,"Ceuta, España",450,0,es,Twitter for iPhone
273,"RT @CNNEE: La Agencia Nacional de Ciencia de Australia nombró a una especie de mosca en honor a RuPaul, famoso por sus concursos de televis…",2021-09-17 03:24:01,1438705270675357700,rubenanguiano,"Juárez, Cuauhtémoc",20,0,es,Twitter for iPhone
274,"RT @Elesky25: Pokémon Rubí/Zafiro/Esmeralda medley 💚

Espero que os guste 😊 https://t.co/QIa5Dz8bwX",2021-09-17 03:23:32,1438705149921333250,eltigredesanico,"San Nicolas de los Garza, N L",357,0,es,Twitter for Android
275,"RT @CNNEE: La Agencia Nacional de Ciencia de Australia nombró a una especie de mosca en honor a RuPaul, famoso por sus concursos de televis…",2021-09-17 03:23:09,1438705055675207684,patronarturo,,20,0,es,Twitter for iPhone
276,"RT @CNNEE: La Agencia Nacional de Ciencia de Australia nombró a una especie de mosca en honor a RuPaul, famoso por sus concursos de televis…",2021-09-17 03:22:52,1438704981578764291,MyNameIsRaen,"Monterrey, Nuevo León",20,0,es,Twitter for Android
277,"(no. 523) - Zebstrika - electric
      #Pokemon #zebstrika https://t.co/6KUlmDEHzF",2021-09-17 03:22:46,1438704959969710082,Pokemon_Sprites,"Portland, OR",0,2,es,Pokemon API Bot 9
278,RT @pokexperto: Nuevos Pokémon disfrazados y ropa añadida a Pokémon GO por los eventos de la Semana de la Moda y Halloween https://t.co/ELQ…,2021-09-17 03:22:42,1438704941124575233,Pac_Man_24,,15,0,es,Twitter for Android
279,@PokemonGoAppLA ojala fuera un pokemon que srive,2021-09-17 03:22:27,1438704878575132682,Maxtaker,La Serena,0,0,es,Twitter Web App
280,RT @pokexperto: Vídeo promocional del 5 Aniversario de Pokémon GO https://t.co/e9tqkLPBfq,2021-09-17 03:22:21,1438704853191102469,ARTUROMAUZ,,44,0,es,Twitter for Android
281,Felicidades a RainySonata por la victoria en el torneo #PokemonTCGOnline #Pokemon #PokemonJCC https://t.co/0u5SrfLF01 https://t.co/c7B9ex9c0J,2021-09-17 03:22:03,1438704779354587142,I_VAN_CHO_J,Meseta Añil,0,0,es,Twitter Web App
282,"RT @CNNEE: La Agencia Nacional de Ciencia de Australia nombró a una especie de mosca en honor a RuPaul, famoso por sus concursos de televis…",2021-09-17 03:22:02,1438704771490275330,LaDivinaDiva,,20,0,es,Twitter for Android
283,"RT @CNNEE: La Agencia Nacional de Ciencia de Australia nombró a una especie de mosca en honor a RuPaul, famoso por sus concursos de televis…",2021-09-17 03:21:59,1438704762770317314,maxprieto1,Callao,20,0,es,Twitter for Android
284,"@Camila561341 eso si, cambiaria Game Freak por Pokemon Company, a este punto Gamefreak son puros desarrolladores baratos.",2021-09-17 03:21:34,1438704655958163458,NwordGaiden,"Tierra de fuego, Argentina",0,0,es,Twitter Web App
285,Comparte este pokemon exótico danifrias para que nunca te falten las frías https://t.co/rtDKbBUahN,2021-09-17 03:21:17,1438704584516571137,TorresLlinas29,"Cartagena, Colombia",0,5,es,Twitter for iPhone
286,Está va para el pokefan que solo vió los episodios de la liga y no más de Pokémon Sol y Luna sin ver toda la construcción y desarrollo de personajes https://t.co/30gW63IhjN,2021-09-17 03:20:48,1438704461657092096,LinkedRogue,,0,0,es,Twitter for Android
287,"Milo con Corón ya me olvide del hashtag de la corona pero bueno 

Milotte xd? Suena a un pokemon xd

Es art concept (así justificó que este del jsjsjs) 

#thicc #oppai https://t.co/tbkcA0TlGl",2021-09-17 03:20:35,1438704406913077251,miss_wolf666,,0,0,es,Twitter for Android
288,"al final no me basé tanto en un animal, sino en un Pokemon y de ahí busque en que se había inspirado si diseño 😅 https://t.co/xeXyN0N6nZ",2021-09-17 03:20:34,1438704406044753921,CarlosMaldo96,Lima,0,0,es,Twitter Web App
289,"RT @pokexperto: Nuevo evento de Incursiones Dinamax en Pokémon Espada y Escudo:

📅 17 a 19 de septiembre
➡️ Lunatone Shiny 💫
➡️ Solrock Shi…",2021-09-17 03:20:32,1438704397257621512,Sub_Albrecht,Algún lugar no lejano,16,0,es,Twitter for Android
290,RT @pokexperto: Póster promocional de la película de Pokémon Los Secretos de la Selva en China. https://t.co/JAuNru4DB4,2021-09-17 03:20:25,1438704365087477765,herrera_alpizar,,79,0,es,Twitter for Android
291,@Valyne_ @PokemonGoAppLA Es un Pokémon que está basado literalmente en una planta nativa del continente Americano. https://t.co/0cFoji2bL6,2021-09-17 03:20:22,1438704352034758664,jorgemahecha_,"Barranquilla, Colombia",1,3,es,Twitter for Android
292,"La Agencia Nacional de Ciencia de Australia nombró a una especie de mosca en honor a RuPaul, famoso por sus concursos de televisión de drag queen. Esta es la razón. https://t.co/VLZ1Kv86vu",2021-09-17 03:20:08,1438704296653115393,CNNEE,En todas partes,20,77,es,SocialFlow
293,"RT @soychrista: ¡Hola! Les comparto el horario de stream esta semana

🍉 VIERNES: Debido al endeudamiento repentino (?) jugaré  POKEMON ESCU…",2021-09-17 03:19:06,1438704033204690945,Ak_Cecs,Lisa's solo is coming ,7,0,es,Twitter for Android
294,POKEMON FUNADOLOCKE 3 #13 || ESTO NO FUE LO QUE ME CONTARON https://t.co/epltSCsmC4 a través de @YouTube,2021-09-17 03:18:31,1438703889042264065,bround07,????????,0,0,es,Twitter Web App
295,"@kangshangames El Pokémon sol y luna, aunque no sé cuál versión es o si es la primera que salió o la versión ultra, pero que hermoso juego ❤️❤️❤️",2021-09-17 03:18:23,1438703853797531649,13Monuel,,0,1,es,Twitter Web App
296,@Basterzerker @arrobaDonko lo que mandaste más bien parece el Nobu de Pokémon Conquest,2021-09-17 03:18:17,1438703827784458242,XraLambLover,Chile,0,1,es,Twitter Web App
297,@sunfloravol6 vamos ser amiga no pokémon gooooo,2021-09-17 03:18:12,1438703807412719618,bluemingt_,she/her,0,1,es,Twitter for Android
298,¿Buscarme alguien de mi nivel? Ni que fuera Pokémon,2021-09-17 03:17:27,1438703622150361088,ErChiquiBeybi,Sonne ,0,0,es,Twitter for Android
299,@The_Angry_Leaf |•|pero quieres pito de umbreon? Es el pokemon estadisticamente mas fuerte fisicamente y aguanta muchas rondas (*/ω＼*) (?,2021-09-17 03:17:15,1438703567779647491,elmundodelverda,en cualquier lugar de Arg,0,1,es,Twitter for Android
300,"RT @Elesky25: Pokémon Rubí/Zafiro/Esmeralda medley 💚

Espero que os guste 😊 https://t.co/QIa5Dz8bwX",2021-09-17 03:17:05,1438703526105001986,magicDecim,Papúa Nueva Guinea,357,0,es,Twitter Web App
301,Kien es ese pokemon https://t.co/lRI8WzpZYn,2021-09-17 03:17:04,1438703524435709952,tamyrulz,que te importa cara de torta,0,1,es,Twitter for Android
302,@SergioChouza @AgusFerNapoli Un globoludo hincha del globo mira el pokemon q encontraste Sergio,2021-09-17 03:16:34,1438703396278738947,betojuarezsl,,0,0,es,Twitter Web App
303,RT @CentroPokemon: Ya están empezando a llegar las Oreo de Pokémon 🔥 https://t.co/xncUjEadjo,2021-09-17 03:15:59,1438703251176755206,hastaelqueso,Perú,137,0,es,Twitter for Android
304,"@luukebaas @Shoganai59 @JimmyFantage @SuedPhoenix7709 @OoCPokemon Except, Nintendo isn't responsible for Pokémon merchandise.",2021-09-17 03:15:57,1438703240745521155,keiichimorisato,Winter Springs,0,2,es,Twitter for Android
305,Estaba todo chilling en el móvil y me sale una notificación de que me han quitado el gimnasio Pokémon A LAS 5 DE LA MAÑANA https://t.co/T7eG8G4T2E,2021-09-17 03:15:25,1438703106624299011,xAthaz,𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫,0,0,es,Twitter for Android
306,RT @CentroPokemon: Ya están empezando a llegar las Oreo de Pokémon 🔥 https://t.co/xncUjEadjo,2021-09-17 03:15:05,1438703023912624129,ruffyrakun,Silent Hill,137,0,es,Twitter for iPhone
307,Extraño mucho este tipo de retos en Pokémon u.u https://t.co/dLFgitZwLr,2021-09-17 03:15:03,1438703016513871880,FrankMor89,,0,2,es,Twitter for Android
308,RT @pokexperto: Nuevas imágenes del Steelbook de Leyendas Pokémon Arceus de regalo con la reserva del juego en algunas tiendas. https://t.c…,2021-09-17 03:15:01,1438703006774611973,cowboylikex,"Pachuca de Soto, Hidalgo",198,0,es,Twitter for iPhone
309,RT @pokexperto: Vídeo promocional del 5 Aniversario de Pokémon GO https://t.co/e9tqkLPBfq,2021-09-17 03:14:48,1438702954769440770,pablopaff,Ciudad Autónoma de Buenos Aire,44,0,es,Twitter for Android
310,"Hola linda cual es tu pokemon favorito
Enviar",2021-09-17 03:14:09,1438702790734401536,JereCalzetta6,,0,0,es,Twitter for Android
311,RT @Pokemonnationbr: Centro Pokémon de Galar https://t.co/uMTWFUaTY4,2021-09-17 03:13:57,1438702737697513473,terrencelovesuu,Aincrad,31,0,es,Twitter for iPhone
312,"RT @WikiDexOficial: Nueva pantalla de inicio de Pokémon Masters con motivo de la invasión del Team Rocket.

La música también es reemplazad…",2021-09-17 03:13:28,1438702617136357379,_Firestone__,,25,0,es,Twitter for Android
313,RT @pokexperto: Folletos promocionales de Leyendas Pokémon Arceus y de Pokémon Diamante Brillante y Perla Reluciente repartidos en Japón.…,2021-09-17 03:13:23,1438702597393862665,20Ohmatokita,,27,0,es,Twitter for Android
314,"RT @TalesofLaura: ✨Soy una cuenta nueva y busco mutuals para interactuar✨

- Pokémon 
- Stardew Valley
- Animal Crossing
- Tales of
- Fire…",2021-09-17 03:12:20,1438702333089746949,Yiyu25,Barcelona,87,0,es,Twitter for Android
315,Pokémon obsolescencia,2021-09-17 03:12:14,1438702306040684549,PkmnPredict,Sinnoh,0,0,es,PokemonPredict
316,RT @CentroPokemon: Ya están empezando a llegar las Oreo de Pokémon 🔥 https://t.co/xncUjEadjo,2021-09-17 03:12:03,1438702259550965767,Dokuro_dm,Mexico,137,0,es,Twitter for Android
317,"@Andre_YTxD COMO?

*le destrosa su equipo de 3 Pokémon con porygon 2*",2021-09-17 03:11:38,1438702156526260228,eseenenubes,,0,1,es,Twitter for Android
318,"Se nos está agotando el tiempo para otro torneo de pokemon go JAJAJA haga algo, seño. Que estamos pagando su sueldo y como que hasta la fecha sigue sin destacar verdad https://t.co/SEoedU0SHj",2021-09-17 03:10:16,1438701810840125442,manuelfromsv,,0,0,es,Twitter for Android
319,"@dnythnksgrn Quién es ese pokemón??? Jajaja. enserio, en mi perra vida he escuchado de ese wei.",2021-09-17 03:10:07,1438701772692987904,Valdrada_,,0,0,es,Twitter Web App
320,"RT @Canal_ZuelaCorp: ✨  Stream Pokemon ✨ 
https://t.co/2DSxEsQcAp 
🔴 Estamos en Vivo por Twitch..!!! 
Unete al Stream !! ✨ 

#ShinyHuntersZ…",2021-09-17 03:10:04,1438701761791942661,TwitchSIE,"Iowa, USA",2,0,es,Twitch TV Retweet App V3
321,"RT @CentroPokemon: Video del 5° aniversario de Pokémon GO. ""¡Las aventuras continúan!"". https://t.co/fhD7DO6oxK",2021-09-17 03:09:33,1438701632305434624,Ing__Pablo,"Altamira, Tamaulipas",68,0,es,Twitter for Android
322,@emaazamoraa Q pokemon es ese,2021-09-17 03:09:27,1438701605784899584,Coco_Alvarezz,Ciudad Autónoma de Buenos Aire,0,0,es,Twitter for Android
323,RT @CentroPokemon: Ya están empezando a llegar las Oreo de Pokémon 🔥 https://t.co/xncUjEadjo,2021-09-17 03:08:49,1438701448330678273,lubiaglez,,137,0,es,Twitter for Android
324,@PrincessHelayna Me gusta mas tus bragas de pokemon 🤤🤤🤤🤤🤤🤤🤤,2021-09-17 03:07:58,1438701232252760064,SerraIsaias,,0,0,es,Twitter for Android
325,"recien anduve jugando pokemon con el mando de ps4 en mi pc, se sintio bien perro",2021-09-17 03:07:51,1438701202167013378,jeizvercetti_,︎ ︎ ︎ ︎ ︎ ︎︎ ︎︎ ︎ ︎ ︎ ︎ ︎︎ ︎︎ ,0,0,es,Twitter for Android
326,"RT @Elesky25: Pokémon Rubí/Zafiro/Esmeralda medley 💚

Espero que os guste 😊 https://t.co/QIa5Dz8bwX",2021-09-17 03:07:44,1438701176544022528,Dan42585160,,357,0,es,Twitter Web App
327,RT @pokexperto: Vídeo promocional del 5 Aniversario de Pokémon GO https://t.co/e9tqkLPBfq,2021-09-17 03:07:42,1438701164833517570,ZeusThundra8,Pokémon Go: 619919876812,44,0,es,Twitter for Android
328,"✨  Stream Pokemon ✨ 
https://t.co/2DSxEsQcAp 
🔴 Estamos en Vivo por Twitch..!!! 
Unete al Stream !! ✨ 

#ShinyHuntersZuelaCorp

 #Twitch

@TwitchSIE https://t.co/RzJ8VmhTzE",2021-09-17 03:07:17,1438701060802154499,Canal_ZuelaCorp,Chile,2,3,es,Elgato Stream Deck
329,@ChrisFragaORT @SLightflare lo del pokemon y need for speed el de ds y el rivals en el ps3 xd,2021-09-17 03:06:32,1438700870930210818,Tulopones1,,0,0,es,Twitter Web App
330,RT @PokemonTyrann: ¿Tus Pokémon han resultado heridos? 😥 ¿Por qué no vienes el Centro Pokémon? La enfermera estará encantada de devolverle…,2021-09-17 03:06:21,1438700827540066306,Davidyomero,Aaaaaaaaaaaaaaa,22,0,es,Twitter for Android
331,"@Gusgux Con esto volvieron mis ganas de jugar pokémon y escuchar al Divo, te amo",2021-09-17 03:06:14,1438700797190082561,JoedVides,"Barranquilla, Colombia",0,1,es,Twitter for Android
332,@FedeApollonia Pero si ayer estábamos mirando Pokémon y tomando la leche después de la escuela.,2021-09-17 03:05:58,1438700728466411521,yamimundaca,patagonika🇨🇱🇦🇷,0,0,es,Twitter for Android
333,RT @DrSleep88: Éramos los 898 Pokémon 🥺,2021-09-17 03:05:57,1438700724674826245,TaniaCastanedaR,,1,0,es,Twitter for Android
334,"En ebay dike 1k las oreo pokemon y en walmart a 3 algo

La gente ta mal",2021-09-17 03:04:40,1438700402002866176,kiki275,"ÜT: 45.438649,9.171511",0,0,es,Twitter Web App
335,Los cogeperros son kgada más la marrana pokemon,2021-09-17 03:04:30,1438700362999992320,Izsack10,,0,6,es,Twitter for Android
336,"Si soy, después muto a pokemón. https://t.co/0MeUp20atX",2021-09-17 03:03:17,1438700055528099846,filmxrock,"« Hit 150 » on the dash I bent the corner then he bent it for me sideways, I might have to – fuck his on the highway. #bx",0,0,es,Twitter Web App
337,"@NibyMPP Y cada historia de un juego nuevo sería en un futuro post apocalíptico, la organización villana sería super poderosa que incluso la liga Pokémon formaría parte de ella y nuestro padre/hermano estaría desaparecido, formando parte del equipo rival, o fue asesinado por ellos",2021-09-17 03:02:34,1438699874757775360,OwGenar,"Tlaxcala, México",0,4,es,Twitter for Android
338,"RT @Elesky25: Pokémon Rubí/Zafiro/Esmeralda medley 💚

Espero que os guste 😊 https://t.co/QIa5Dz8bwX",2021-09-17 03:02:14,1438699788787138560,JetHamm15,"Ecruteak City, Johto",357,0,es,Twitter for Android
339,@O2K0YA ELLAAAAAA LA CAZA TALENTOS LA ENTRENADORA POKÉMON,2021-09-17 03:01:37,1438699635837652995,jjkooberry,she/her,0,0,es,Twitter for Android
340,"Vamos começar uma amizade no Pokémon GO! Meu código de Treinador é 6098 4477 4607!
¡Comencemos una buena amistad en Pokémon GO! ¡Mi código de Entrenador es 6098 4477 4607!
Let's be friends in Pokémon GO! My Trainer Code is 6098 4477 4607!
#PokemonGO #PokemonGOfriendscode",2021-09-17 03:01:17,1438699552077500418,Catherineruizv,,0,0,es,Twitter for iPhone
341,"¿Con qué juego estrenasteis vuestra Nintendo? 

Las que he tenido:
GBA: Pokémon Amarillo 
DS: Catz
3DS: Pokémon Y
Switch: Zelda Breath of the Wild

La DS fué mi primera consola con 7 años, la GBA la pillé de más mayor con 16 años aprox
Todo al revés https://t.co/YWqM8dBQ8n",2021-09-17 03:00:04,1438699244240744450,zakuroya_twitah,"Barcelona, España",0,0,es,Twitter for Android
342,"Todo lo que sabemos sobre lo nuevo de Pokémon
https://t.co/kfV7rodIfA",2021-09-17 03:00:01,1438699233163493377,DigitalTrendsEs,"Portland, OR",0,0,es,TweetDeck
343,"RT @p0keluck: ¡Buenas! Hoy os vengo a hablar sobre la Pokédex, la cual ha sido reordenada al completo. De momento,  contará con 284 especie…",2021-09-17 02:59:53,1438699199797809153,GonFreecss_19,,28,0,es,Twitter for Android
344,@MikaCookies Pos mmmmm no se en que enserio juegos Pokémon serie Pokémon juguetes Pokémon juegos móvil Pokémon y mercancía y de más,2021-09-17 02:59:32,1438699111260164099,RafaelGonzalesF,,0,0,es,Twitter for Android
345,@ChrisFragaORT @SLightflare sabes que es peor que los juegos de pokemon de blanco y negro pesan mas de 50 mb y need for speed pesa 17 mb que estafa.,2021-09-17 02:59:30,1438699101726691328,Tulopones1,,0,0,es,Twitter Web App
346,"RT @PrimarinaRiver: The person

The person’s favorite Pokémon https://t.co/rud1ETiut8",2021-09-17 02:59:01,1438698980523888640,JiMerrill1999,"Jameln, Deutschland",4,0,es,Twitter Web App
347,"RT @pokexperto: El día 16 de septiembre de 2004 salió a la venta en Japón Pokémon Esmeralda.

➡️ Hoy se cumple el #17º aniversario de su sa…",2021-09-17 02:58:34,1438698868846247936,ARTUROMAUZ,,96,0,es,Twitter for Android
348,RT @CentroPokemon: Ya están empezando a llegar las Oreo de Pokémon 🔥 https://t.co/xncUjEadjo,2021-09-17 02:57:52,1438698692970696708,Jehooli,VI - 🇯🇵,137,0,es,Twitter for Android
349,"Las cartas de Pokémon además de ser una pasión, son una terapia intensa para mi https://t.co/lhrJVnrLH8",2021-09-17 02:57:28,1438698592231960585,Gester901,Quantum Realm,0,0,es,Twitter for Android
350,"RT @KsioEstaCogido: La peña tirando pestes de una niña que anda re loca por la Mc Aitana

Habéis rozado la Diabetes Tipo 2 comiendo pelotaz…",2021-09-17 02:57:13,1438698528445014016,stanndby,Tarragona,450,0,es,Twitter for Android
351,"RT @pokexperto: Nuevo evento de Incursiones Dinamax en Pokémon Espada y Escudo:

📅 17 a 19 de septiembre
➡️ Lunatone Shiny 💫
➡️ Solrock Shi…",2021-09-17 02:56:23,1438698316846542849,FishingFulas,"Santa Cruz de Tenerife, España",16,0,es,Twitter for Android
352,"Tenemos hambre, pero tenemos el pokemon al fin jajajajaja @IrvingJoe https://t.co/G8k5eL8IdV",2021-09-17 02:55:45,1438698159811727365,soychrista,Chilena que vive en México ,0,12,es,Twitter for Android
353,"@SunlightSarah_ A cada rato que escuchaba de un fangame de pokémon hablaban de sus cuentas aquí, ya que no tenía ninguno para jugar decidir crear una cuenta y ver los avances de varios juegos. Ya después empecé a entrar más para ver como @Personaje_Secun les partía la cara a las feministas.",2021-09-17 02:55:27,1438698084419133446,Amvitrex,,0,1,es,Twitter for Android
354,RT @CentroPokemon: Ya están empezando a llegar las Oreo de Pokémon 🔥 https://t.co/xncUjEadjo,2021-09-17 02:55:12,1438698018782515204,vaquitabruull,,137,0,es,Twitter for iPhone
355,¡Comencemos una buena amistad en Pokémon GO! ¡Mi código de Entrenador es 4902 8735 5720,2021-09-17 02:55:08,1438698003523571712,A940729,,0,0,es,Twitter for iPhone
356,¡Comencemos una buena amistad en Pokémon GO! ¡Mi código de Entrenador es 4902 8735 5720!,2021-09-17 02:54:51,1438697934607077381,A940729,,0,0,es,Twitter for iPhone
357,Quien juega pokemon go? Pa qué me explique jajajd,2021-09-17 02:53:55,1438697697872125954,couldbem3,"Barquisimeto, Lara",0,1,es,Twitter for Android
358,"RT @pokexperto: El día 16 de septiembre de 2004 salió a la venta en Japón Pokémon Esmeralda.

➡️ Hoy se cumple el #17º aniversario de su sa…",2021-09-17 02:53:29,1438697590506336259,JosBadWolf,pato,96,0,es,Twitter for Android
359,"RT @Melissita1204: Semana de ofertas!!!
Mascarillas Kn95 fish niñas/niños: 20 soles (caja)
Mascarilllas quirúrgicas: Hello Kitty, Pokémon,…",2021-09-17 02:53:16,1438697533644156928,Melissita1204,,3,0,es,Twitter for Android
360,"@TheAl3X10 Mi primer juego de pokemon, una joyita 💜",2021-09-17 02:53:12,1438697516594339840,LewdMorka,,0,1,es,Twitter for Android
361,nunca mas trato de vender una carta pokemon q manera de haber puros virgenes desagradables hacen quedar bien a los wns q venden juegos a sobreprecio en marketplace https://t.co/WeqTXuZUtp,2021-09-17 02:53:05,1438697488114987013,POTO_SVRS,,0,6,es,Twitter Web App
