,Tweet Text,Tweet Datetime,Tweet Id,Twitter @ Name,Location Info,Retweets,Favorites,Language,Source,Tweet Text_cln,Subjectivity,Polarity
167,Al menos denme crédito ey 🤣 @hugo_app https://t.co/4dTToffgI7 https://t.co/otaZBjcyRI,2021-09-14 17:10:14,1437826032074215437,ESolis24,El Salvador,0,14,es,Twitter for iPhone,Al menos denme crédito ey 🤣 _app  ,0.0,0.0
168,RT @NacionOlimpista: ¡OLIMPIA FIRMA NUEVO PATROCINADOR! @hugo_app se convierte en el nuevo representante en nuestra camiseta. ¡Acompañará l…,2021-09-14 17:09:33,1437825861403750402,Adrian_G95,"Tegucigalpa,honduras",13,0,es,Twitter for Android,: ¡OLIMPIA FIRMA NUEVO PATROCINADOR! _app se convierte en el nuevo representante en nuestra camiseta. ¡Acompañará l…,0.0,0.0
169,RT @NacionOlimpista: ¡OLIMPIA FIRMA NUEVO PATROCINADOR! @hugo_app se convierte en el nuevo representante en nuestra camiseta. ¡Acompañará l…,2021-09-14 17:09:18,1437825799529406468,Maximus2938,Honduras,13,0,es,Twitter for Android,: ¡OLIMPIA FIRMA NUEVO PATROCINADOR! _app se convierte en el nuevo representante en nuestra camiseta. ¡Acompañará l…,0.0,0.0
170,¡OLIMPIA FIRMA NUEVO PATROCINADOR! @hugo_app se convierte en el nuevo representante en nuestra camiseta. ¡Acompañará la parte baja del dorsal de nuestros jugadores! https://t.co/Nj1WSylVom,2021-09-14 17:08:57,1437825709200846849,NacionOlimpista,Honduras,13,158,es,Twitter for iPhone,¡OLIMPIA FIRMA NUEVO PATROCINADOR! _app se convierte en el nuevo representante en nuestra camiseta. ¡Acompañará la parte baja del dorsal de nuestros jugadores! ,0.0,0.0
171,@cc_guzman @hugo_app ayuda,2021-09-14 03:57:46,1437626601160822791,ChelitaCoffee,El Salvador,0,1,es,Twitter for Android,_guzman _app ayuda,0.0,0.0
172,En mi vida vuelvo a pedir por @hugo_app 🙅🏻‍♀️,2021-09-14 01:15:54,1437585868097835013,Marce_Sante,,0,1,es,Twitter for iPhone,En mi vida vuelvo a pedir por _app 🙅🏻‍♀️,0.0,0.0
173,A este cliente le va de sorpresa una mochila y un kit de bocinas de LUJO por la compra de su monitor Huawei por @hugo_app 👌😁 https://t.co/in9sPxiVJ5,2021-09-13 23:03:30,1437552546088882181,TechloverStore,,0,9,es,Twitter for Android,A este cliente le va de sorpresa una mochila y un kit de bocinas de LUJO por la compra de su monitor Huawei por _app 👌😁 ,0.0,0.0
174,En el mundo existen porquerías y luego está el servicio al cliente de @hugo_app. De verdad que me he quedado con ganas de ir @ProConsumidorRD @MIC_RD,2021-09-13 21:48:55,1437533778952458244,daurynova,"Santiago, República Dominicana",0,0,es,Twitter Web App,En el mundo existen porquerías y luego está el servicio al cliente de _app. De verdad que me he quedado con ganas de ir  _RD,0.0,0.0
175,RT @TechloverStore: En la #SmartWeek de @HuaweiLatam tenemos envío gratis al ordenar por @hugo_app y descuentos únicos 😁💕 https://t.co/WgzF…,2021-09-13 19:04:12,1437492327266885633,CarolMonroe,El Salvador,1,0,es,Twitter for Android,: En la SmartWeek de  tenemos envío gratis al ordenar por _app y descuentos únicos 😁💕 ,0.0,0.0
176,En la #SmartWeek de @HuaweiLatam tenemos envío gratis al ordenar por @hugo_app y descuentos únicos 😁💕 https://t.co/WgzF3JlGqm,2021-09-13 19:02:55,1437492003080744965,TechloverStore,,1,4,es,Twitter for Android,En la SmartWeek de  tenemos envío gratis al ordenar por _app y descuentos únicos 😁💕 ,0.0,0.0
177,"@Defensoria_910 @hugo_app Gracias... como arte de magia, ya están viendo mi caso nuevamente.",2021-09-13 18:09:18,1437478508234743813,cavelm,El Salvador,0,0,es,Twitter Web App,"_910 _app Gracias... como arte de magia, ya están viendo mi caso nuevamente.",0.0,0.0
178,@hugo_app @nohecastaneda Así sufrimos nosotros también cómo comercios de emprendedores 😔,2021-09-13 17:27:41,1437468037821644801,MinutasLM,"Santa Tecla, El Salvador",0,0,es,Twitter for Android,_app  Así sufrimos nosotros también cómo comercios de emprendedores 😔,0.0,0.0
179,@ReneDorathSV @hugo_app @LaSelecta_SLV @Defensoria_910 Yo llevo mas de un mes esperando reembolso por un doble cargo que me hicieron 😠,2021-09-13 17:18:23,1437465697802653706,a_alfa7,,0,0,es,Twitter for Android, _app _SLV _910 Yo llevo mas de un mes esperando reembolso por un doble cargo que me hicieron 😠,0.0,0.0
180,Como para cuando me harán el reembolso que llevo esperando por mas de un mes señores de @hugo_app???,2021-09-13 16:57:23,1437460411587207173,a_alfa7,,0,1,es,Twitter for Android,Como para cuando me harán el reembolso que llevo esperando por mas de un mes señores de _app???,0.0,0.0
181,"@cavelm @hugo_app Si el proveedor no brindó solución aceptable a su reclamo, ingrese su reclamo acá: 👉 https://t.co/REp4lLTY0g    

Contáctenos: WhatsApp 7860-9704 o Teléfono 910.",2021-09-13 16:46:31,1437457675378429955,Defensoria_910,"El Salvador, América Central",0,0,es,Twitter Web App," _app Si el proveedor no brindó solución aceptable a su reclamo, ingrese su reclamo acá: 👉     

Contáctenos: WhatsApp 7860-9704 o Teléfono 910.",0.0,0.0
182,LADRONES @hugo_app,2021-09-13 16:22:37,1437451663804096513,oscarflores8_,Latinoamérica,0,1,es,Twitter for iPhone,LADRONES _app,0.0,0.0
183,@hugo_app Son unos sinvergüenzas!!! tengo mas de un mes esperando que me hagan una devolución que ustedes mismos confirmaron tomaría máx. 15 días hábiles. Nadie me da una respuesta!! Tengo acaso que escalar mi problema a la @Defensoria_910 ???,2021-09-13 14:34:27,1437424439495376903,cavelm,El Salvador,0,0,es,Twitter Web App,_app Son unos sinvergüenzas!!! tengo mas de un mes esperando que me hagan una devolución que ustedes mismos confirmaron tomaría máx. 15 días hábiles. Nadie me da una respuesta!! Tengo acaso que escalar mi problema a la _910 ???,0.0,0.0
184,"@nohecastaneda @hugo_app Lastimosamente perdió su enfoque Hugo bajando filtros de calidad en entregas o escenarios cuando los pedidos llegan incompletos, y se lavan dando un Delivery Free por el 99% de los problemas como que eso es suficiente.",2021-09-13 01:23:49,1437225472346185729,jonathansalba,"San Salvador, El Salvador",0,0,es,Twitter for iPhone," _app Lastimosamente perdió su enfoque Hugo bajando filtros de calidad en entregas o escenarios cuando los pedidos llegan incompletos, y se lavan dando un Delivery Free por el 99% de los problemas como que eso es suficiente.",0.8,0.4
185,@hugo_app Felicidades hoy espere 3 horas por mi comida de @Laurel y  lo que recibí fue la comida de @MunirDauhajre la cual devolví y como premio @hugo_app me compensó devolviéndome mi pago y RD$ 95 como compensación.,2021-09-12 22:56:23,1437188367830208513,fmdiazp,,0,1,es,Twitter for iPhone,_app Felicidades hoy espere 3 horas por mi comida de  y  lo que recibí fue la comida de  la cual devolví y como premio _app me compensó devolviéndome mi pago y RD$ 95 como compensación.,0.0,0.0
186,Hoy es la última vez que trato de pedir algo por @hugo_app... les recomiendo que hagan lo mismo,2021-09-12 21:41:18,1437169471802810371,nohecastaneda,"San Salvador, El Salvador",0,3,es,Twitter for Android,Hoy es la última vez que trato de pedir algo por _app... les recomiendo que hagan lo mismo,0.0,0.0
187,"RT @PanchoOlivares: No usen @hugo_app!! Aplicación basura! Falsas expectativas! 
Terrible servicio!

Empezaremos a buscar opciones con #Ube…",2021-09-12 03:51:46,1436900315006128130,KaritOlivaresF, Stairway to Heaven,2,0,es,Twitter for iPhone,": No usen _app!! Aplicación basura! Falsas expectativas! 
Terrible servicio!

Empezaremos a buscar opciones con Ube…",1.0,-1.0
188,"No usen @hugo_app!! Aplicación basura! Falsas expectativas! 
Terrible servicio!

Empezaremos a buscar opciones con #UberEats o @pedidosya!!",2021-09-12 01:52:54,1436870401511104513,PanchoOlivares,"San José, Costa Rica",2,4,es,Twitter for Android,"No usen _app!! Aplicación basura! Falsas expectativas! 
Terrible servicio!

Empezaremos a buscar opciones con UberEats o !!",1.0,-1.0
189,"@detuitentuit @hugo_app Buenas tardes

En primer lugar, queremos pedirte disculpas por este inconveniente 

Nos pudieras compartir por DM un # de teléfono y # de orden de hugo app por favor para darle mejor seguimiento

Att
La familia BW",2021-09-11 17:13:18,1436739643278516227,BWelsalvador,El Salvador,0,0,es,Twitter for iPhone," _app Buenas tardes

En primer lugar, queremos pedirte disculpas por este inconveniente 

Nos pudieras compartir por DM un  de teléfono y  de orden de hugo app por favor para darle mejor seguimiento

Att
La familia BW",0.0,0.0
190,RT @William_Torres6: Ya se acerca el partido de El Salvador contra México y yo sigo esperando deluvion por entradas del partido contra Esta…,2021-09-11 16:36:41,1436730425112678401,jored97,El Salvador,1,0,es,Twitter for Android,_Torres6: Ya se acerca el partido de El Salvador contra México y yo sigo esperando deluvion por entradas del partido contra Esta…,0.0,0.0
191,El envío de las donas en @hugo_app me sale más caro que las propias donas. 😂,2021-09-11 15:30:34,1436713786996629512,Rivjosh,El Salvador,0,0,es,Twitter for Android,El envío de las donas en _app me sale más caro que las propias donas. 😂,0.0,0.0
